transformer_id,timestamp,rul_days,health_index,fdd_category
T-006,2024-01-21,525,0.4803,1
T-006,2024-01-22,524,0.4794,1
T-006,2024-01-23,523,0.4785,1
T-006,2024-01-24,522,0.4776,1
T-006,2024-01-25,521,0.4767,1
T-006,2024-01-26,520,0.4758,1
T-006,2024-01-27,519,0.4748,1
T-006,2024-01-28,518,0.4739,1
T-006,2024-01-29,517,0.473,1
T-006,2024-01-30,516,0.4721,1
T-006,2024-01-31,515,0.4712,1
T-007,2024-01-01,511,0.4675,1
T-007,2024-01-02,510,0.4666,1
T-007,2024-01-03,509,0.4657,1
T-007,2024-01-04,508,0.4648,1
T-007,2024-01-05,507,0.4639,1
T-007,2024-01-06,506,0.4629,1
T-007,2024-01-07,505,0.462,1
T-007,2024-01-08,504,0.4611,1
T-007,2024-01-09,503,0.4602,1
T-007,2024-01-10,502,0.4593,1
T-007,2024-01-11,501,0.4584,1
T-007,2024-01-12,500,0.4575,1
T-007,2024-01-13,499,0.4565,1
T-007,2024-01-14,498,0.4556,1
T-007,2024-01-15,497,0.4547,1
T-007,2024-01-16,496,0.4538,1
T-007,2024-01-17,495,0.4529,1
T-007,2024-01-18,494,0.452,1
T-007,2024-01-19,493,0.4511,1
T-007,2024-01-20,492,0.4501,1
T-007,2024-01-21,491,0.4492,1
T-007,2024-01-22,490,0.4483,1
T-007,2024-01-23,489,0.4474,1
T-007,2024-01-24,488,0.4465,1
T-007,2024-01-25,487,0.4456,1
T-007,2024-01-26,486,0.4446,1
T-007,2024-01-27,485,0.4437,1
T-007,2024-01-28,484,0.4428,1
T-007,2024-01-29,483,0.4419,1
T-007,2024-01-30,482,0.441,1
T-007,2024-01-31,481,0.4401,1
T-008,2024-01-01,535,0.4895,1
T-008,2024-01-02,534,0.4886,1
T-008,2024-01-03,533,0.4876,1
T-008,2024-01-04,532,0.4867,1
T-008,2024-01-05,531,0.4858,1
T-008,2024-01-06,530,0.4849,1
T-008,2024-01-07,529,0.484,1
T-008,2024-01-08,528,0.4831,1
T-008,2024-01-09,527,0.4822,1
T-008,2024-01-10,526,0.4812,1
T-008,2024-01-11,525,0.4803,1
T-008,2024-01-12,524,0.4794,1
T-008,2024-01-13,523,0.4785,1
T-008,2024-01-14,522,0.4776,1
T-008,2024-01-15,521,0.4767,1
T-008,2024-01-16,520,0.4758,1
T-008,2024-01-17,519,0.4748,1
T-008,2024-01-18,518,0.4739,1
T-008,2024-01-19,517,0.473,1
T-008,2024-01-20,516,0.4721,1
T-008,2024-01-21,515,0.4712,1
T-008,2024-01-22,514,0.4703,1
T-008,2024-01-23,513,0.4694,1
T-008,2024-01-24,512,0.4684,1
T-008,2024-01-25,511,0.4675,1
T-008,2024-01-26,510,0.4666,1
T-008,2024-01-27,509,0.4657,1
T-008,2024-01-28,508,0.4648,1
T-008,2024-01-29,507,0.4639,1
T-008,2024-01-30,506,0.4629,1
T-008,2024-01-31,505,0.462,1
T-009,2024-01-01,544,0.4977,1
T-009,2024-01-02,543,0.4968,1
T-009,2024-01-03,542,0.4959,1
T-009,2024-01-04,541,0.495,1
T-009,2024-01-05,540,0.4941,1
T-009,2024-01-06,539,0.4931,1
T-009,2024-01-07,538,0.4922,1
T-009,2024-01-08,537,0.4913,1
T-009,2024-01-09,536,0.4904,1
T-009,2024-01-10,535,0.4895,1
T-009,2024-01-11,534,0.4886,1
T-009,2024-01-12,533,0.4876,1
T-009,2024-01-13,532,0.4867,1
T-009,2024-01-14,531,0.4858,1
T-009,2024-01-15,530,0.4849,1
T-009,2024-01-16,529,0.484,1
T-009,2024-01-17,528,0.4831,1
T-009,2024-01-18,527,0.4822,1
T-009,2024-01-19,526,0.4812,1
T-009,2024-01-20,525,0.4803,1
T-009,2024-01-21,524,0.4794,1
T-009,2024-01-22,523,0.4785,1
T-009,2024-01-23,522,0.4776,1
T-009,2024-01-24,521,0.4767,1
T-009,2024-01-25,520,0.4758,1
T-009,2024-01-26,519,0.4748,1
T-009,2024-01-27,518,0.4739,1
T-009,2024-01-28,517,0.473,1
T-009,2024-01-29,516,0.4721,1
T-009,2024-01-30,515,0.4712,1
T-009,2024-01-31,514,0.4703,1
T-010,2024-01-01,571,0.5224,1
T-010,2024-01-02,570,0.5215,1
T-010,2024-01-03,569,0.5206,1
T-010,2024-01-04,568,0.5197,1
T-010,2024-01-05,567,0.5188,1
T-010,2024-01-06,566,0.5178,1
T-010,2024-01-07,565,0.5169,1
T-010,2024-01-08,564,0.516,1
T-010,2024-01-09,563,0.5151,1
T-010,2024-01-10,562,0.5142,1
T-010,2024-01-11,561,0.5133,1
T-010,2024-01-12,560,0.5124,1
T-010,2024-01-13,559,0.5114,1
T-010,2024-01-14,558,0.5105,1
T-010,2024-01-15,557,0.5096,1
T-010,2024-01-16,556,0.5087,1
T-010,2024-01-17,555,0.5078,1
T-010,2024-01-18,554,0.5069,1
T-010,2024-01-19,553,0.5059,1
T-010,2024-01-20,552,0.505,1
T-010,2024-01-21,551,0.5041,1
T-010,2024-01-22,550,0.5032,1
T-010,2024-01-23,549,0.5023,1
T-010,2024-01-24,548,0.5014,1
T-010,2024-01-25,547,0.5005,1
T-010,2024-01-26,546,0.4995,1
T-010,2024-01-27,545,0.4986,1
T-010,2024-01-28,544,0.4977,1
T-010,2024-01-29,543,0.4968,1
T-010,2024-01-30,542,0.4959,1
T-010,2024-01-31,541,0.495,1
T-011,2024-01-01,582,0.5325,2
T-011,2024-01-02,581,0.5316,2
T-011,2024-01-03,580,0.5306,2
T-011,2024-01-04,579,0.5297,2
T-011,2024-01-05,578,0.5288,2
T-011,2024-01-06,577,0.5279,2
T-011,2024-01-07,576,0.527,2
T-011,2024-01-08,575,0.5261,2
T-011,2024-01-09,574,0.5252,2
T-011,2024-01-10,573,0.5242,2
T-011,2024-01-11,572,0.5233,2
T-011,2024-01-12,571,0.5224,2
T-011,2024-01-13,570,0.5215,2
T-011,2024-01-14,569,0.5206,2
T-011,2024-01-15,568,0.5197,2
T-011,2024-01-16,567,0.5188,2
T-011,2024-01-17,566,0.5178,2
T-011,2024-01-18,565,0.5169,2
T-011,2024-01-19,564,0.516,2
T-011,2024-01-20,563,0.5151,2
T-011,2024-01-21,562,0.5142,2
T-011,2024-01-22,561,0.5133,2
T-011,2024-01-23,560,0.5124,2
T-011,2024-01-24,559,0.5114,2
T-011,2024-01-25,558,0.5105,2
T-011,2024-01-26,557,0.5096,2
T-011,2024-01-27,556,0.5087,2
T-011,2024-01-28,555,0.5078,2
T-011,2024-01-29,554,0.5069,2
T-011,2024-01-30,553,0.5059,2
T-011,2024-01-31,552,0.505,2
T-012,2024-01-01,873,0.7987,3
T-012,2024-01-02,872,0.7978,3
T-012,2024-01-03,871,0.7969,3
T-012,2024-01-04,870,0.796,3
T-012,2024-01-05,869,0.7951,3
T-012,2024-01-06,868,0.7941,3
T-012,2024-01-07,867,0.7932,3
T-012,2024-01-08,866,0.7923,3
T-012,2024-01-09,865,0.7914,3
T-012,2024-01-10,864,0.7905,3
T-012,2024-01-11,863,0.7896,3
T-012,2024-01-12,862,0.7887,3
T-012,2024-01-13,861,0.7877,3
T-012,2024-01-14,860,0.7868,3
T-012,2024-01-15,859,0.7859,3
T-012,2024-01-16,858,0.785,3
T-012,2024-01-17,857,0.7841,3
T-012,2024-01-18,856,0.7832,3
T-012,2024-01-19,855,0.7823,3
T-012,2024-01-20,854,0.7813,3
T-012,2024-01-21,853,0.7804,3
T-012,2024-01-22,852,0.7795,3
T-012,2024-01-23,851,0.7786,3
T-012,2024-01-24,850,0.7777,3
T-012,2024-01-25,849,0.7768,3
T-012,2024-01-26,848,0.7758,3
T-012,2024-01-27,847,0.7749,3
T-012,2024-01-28,846,0.774,3
T-012,2024-01-29,845,0.7731,3
T-012,2024-01-30,844,0.7722,3
T-012,2024-01-31,843,0.7713,3
T-013,2024-01-01,1123,1.0,2
T-013,2024-01-02,1122,1.0,2
T-013,2024-01-03,1121,1.0,2
T-013,2024-01-04,1120,1.0,2
T-013,2024-01-05,1119,1.0,2
T-013,2024-01-06,1118,1.0,2
T-013,2024-01-07,1117,1.0,2
T-013,2024-01-08,1116,1.0,2
T-013,2024-01-09,1115,1.0,2
T-013,2024-01-10,1114,1.0,2
T-013,2024-01-11,1113,1.0,2
T-013,2024-01-12,1112,1.0,2
T-013,2024-01-13,1111,1.0,2
T-013,2024-01-14,1110,1.0,2
T-013,2024-01-15,1109,1.0,2
T-013,2024-01-16,1108,1.0,2
T-013,2024-01-17,1107,1.0,2
T-013,2024-01-18,1106,1.0,2
T-013,2024-01-19,1105,1.0,2
T-013,2024-01-20,1104,1.0,2
T-013,2024-01-21,1103,1.0,2
T-013,2024-01-22,1102,1.0,2
T-013,2024-01-23,1101,1.0,2
T-013,2024-01-24,1100,1.0,2
T-013,2024-01-25,1099,1.0,2
T-013,2024-01-26,1098,1.0,2
T-013,2024-01-27,1097,1.0,2
T-013,2024-01-28,1096,1.0,2
T-013,2024-01-29,1095,1.0,2
T-013,2024-01-30,1094,1.0,2
T-013,2024-01-31,1093,1.0,2
T-014,2024-01-01,1123,1.0,2
T-014,2024-01-02,1122,1.0,2
T-014,2024-01-03,1121,1.0,2
T-014,2024-01-04,1120,1.0,2
T-014,2024-01-05,1119,1.0,2
T-014,2024-01-06,1118,1.0,2
T-014,2024-01-07,1117,1.0,2
T-014,2024-01-08,1116,1.0,2
T-014,2024-01-09,1115,1.0,2
T-014,2024-01-10,1114,1.0,2
T-014,2024-01-11,1113,1.0,2
T-014,2024-01-12,1112,1.0,2
T-014,2024-01-13,1111,1.0,2
T-014,2024-01-14,1110,1.0,2
T-014,2024-01-15,1109,1.0,2
T-014,2024-01-16,1108,1.0,2
T-014,2024-01-17,1107,1.0,2
T-014,2024-01-18,1106,1.0,2
T-014,2024-01-19,1105,1.0,2
T-014,2024-01-20,1104,1.0,2
T-014,2024-01-21,1103,1.0,2
T-014,2024-01-22,1102,1.0,2
T-014,2024-01-23,1101,1.0,2
T-014,2024-01-24,1100,1.0,2
T-014,2024-01-25,1099,1.0,2
T-014,2024-01-26,1098,1.0,2
T-014,2024-01-27,1097,1.0,2
T-014,2024-01-28,1096,1.0,2
T-014,2024-01-29,1095,1.0,2
T-014,2024-01-30,1094,1.0,2
T-014,2024-01-31,1093,1.0,2
T-015,2024-01-01,657,0.6011,3
T-015,2024-01-02,656,0.6002,3
T-015,2024-01-03,655,0.5993,3
T-015,2024-01-04,654,0.5984,3
T-015,2024-01-05,653,0.5974,3
T-015,2024-01-06,652,0.5965,3
T-015,2024-01-07,651,0.5956,3
T-015,2024-01-08,650,0.5947,3
T-015,2024-01-09,649,0.5938,3
T-015,2024-01-10,648,0.5929,3
T-015,2024-01-11,647,0.5919,3
T-015,2024-01-12,646,0.591,3
T-015,2024-01-13,645,0.5901,3
T-015,2024-01-14,644,0.5892,3
T-015,2024-01-15,643,0.5883,3
T-015,2024-01-16,642,0.5874,3
T-015,2024-01-17,641,0.5865,3
T-015,2024-01-18,640,0.5855,3
T-015,2024-01-19,639,0.5846,3
T-015,2024-01-20,638,0.5837,3
T-015,2024-01-21,637,0.5828,3
T-015,2024-01-22,636,0.5819,3
T-015,2024-01-23,635,0.581,3
T-015,2024-01-24,634,0.5801,3
T-015,2024-01-25,633,0.5791,3
T-015,2024-01-26,632,0.5782,3
T-015,2024-01-27,631,0.5773,3
T-015,2024-01-28,630,0.5764,3
T-015,2024-01-29,629,0.5755,3
T-015,2024-01-30,628,0.5746,3
T-015,2024-01-31,627,0.5737,3
T-016,2024-01-01,1123,1.0,4
T-016,2024-01-02,1122,1.0,4
T-016,2024-01-03,1121,1.0,4
T-016,2024-01-04,1120,1.0,4
T-016,2024-01-05,1119,1.0,4
T-016,2024-01-06,1118,1.0,4
T-016,2024-01-07,1117,1.0,4
T-016,2024-01-08,1116,1.0,4
T-016,2024-01-09,1115,1.0,4
T-016,2024-01-10,1114,1.0,4
T-016,2024-01-11,1113,1.0,4
T-016,2024-01-12,1112,1.0,4
T-016,2024-01-13,1111,1.0,4
T-016,2024-01-14,1110,1.0,4
T-016,2024-01-15,1109,1.0,4
T-016,2024-01-16,1108,1.0,4
T-016,2024-01-17,1107,1.0,4
T-016,2024-01-18,1106,1.0,4
T-016,2024-01-19,1105,1.0,4
T-016,2024-01-20,1104,1.0,4
T-016,2024-01-21,1103,1.0,4
T-016,2024-01-22,1102,1.0,4
T-016,2024-01-23,1101,1.0,4
T-016,2024-01-24,1100,1.0,4
T-016,2024-01-25,1099,1.0,4
T-016,2024-01-26,1098,1.0,4
T-016,2024-01-27,1097,1.0,4
T-016,2024-01-28,1096,1.0,4
T-016,2024-01-29,1095,1.0,4
T-016,2024-01-30,1094,1.0,4
T-016,2024-01-31,1093,1.0,4
T-017,2024-01-01,584,0.5343,4
T-017,2024-01-02,583,0.5334,4
T-017,2024-01-03,582,0.5325,4
T-017,2024-01-04,581,0.5316,4
T-017,2024-01-05,580,0.5306,4
T-017,2024-01-06,579,0.5297,4
T-017,2024-01-07,578,0.5288,4
T-017,2024-01-08,577,0.5279,4
T-017,2024-01-09,576,0.527,4
T-017,2024-01-10,575,0.5261,4
T-017,2024-01-11,574,0.5252,4
T-017,2024-01-12,573,0.5242,4
T-017,2024-01-13,572,0.5233,4
T-017,2024-01-14,571,0.5224,4
T-017,2024-01-15,570,0.5215,4
T-017,2024-01-16,569,0.5206,4
T-017,2024-01-17,568,0.5197,4
T-017,2024-01-18,567,0.5188,4
T-017,2024-01-19,566,0.5178,4
T-017,2024-01-20,565,0.5169,4
T-017,2024-01-21,564,0.516,4
T-017,2024-01-22,563,0.5151,4
T-017,2024-01-23,562,0.5142,4
T-017,2024-01-24,561,0.5133,4
T-017,2024-01-25,560,0.5124,4
T-017,2024-01-26,559,0.5114,4
T-017,2024-01-27,558,0.5105,4
T-017,2024-01-28,557,0.5096,4
T-017,2024-01-29,556,0.5087,4
T-017,2024-01-30,555,0.5078,4
T-017,2024-01-31,554,0.5069,4
T-018,2024-01-01,603,0.5517,4
T-018,2024-01-02,602,0.5508,4
T-018,2024-01-03,601,0.5499,4
T-018,2024-01-04,600,0.5489,4
T-018,2024-01-05,599,0.548,4
T-018,2024-01-06,598,0.5471,4
T-018,2024-01-07,597,0.5462,4
T-018,2024-01-08,596,0.5453,4
T-018,2024-01-09,595,0.5444,4
T-018,2024-01-10,594,0.5435,4
T-018,2024-01-11,593,0.5425,4
T-018,2024-01-12,592,0.5416,4
T-018,2024-01-13,591,0.5407,4
T-018,2024-01-14,590,0.5398,4
T-018,2024-01-15,589,0.5389,4
T-018,2024-01-16,588,0.538,4
T-018,2024-01-17,587,0.5371,4
T-018,2024-01-18,586,0.5361,4
T-018,2024-01-19,585,0.5352,4
T-018,2024-01-20,584,0.5343,4
T-018,2024-01-21,583,0.5334,4
T-018,2024-01-22,582,0.5325,4
T-018,2024-01-23,581,0.5316,4
T-018,2024-01-24,580,0.5306,4
T-018,2024-01-25,579,0.5297,4
T-018,2024-01-26,578,0.5288,4
T-018,2024-01-27,577,0.5279,4
T-018,2024-01-28,576,0.527,4
T-018,2024-01-29,575,0.5261,4
T-018,2024-01-30,574,0.5252,4
T-018,2024-01-31,573,0.5242,4
T-019,2024-01-01,554,0.5069,4
T-019,2024-01-02,553,0.5059,4
T-019,2024-01-03,552,0.505,4
T-019,2024-01-04,551,0.5041,4
T-019,2024-01-05,550,0.5032,4
T-019,2024-01-06,549,0.5023,4
T-019,2024-01-07,548,0.5014,4
T-019,2024-01-08,547,0.5005,4
T-019,2024-01-09,546,0.4995,4
T-019,2024-01-10,545,0.4986,4
T-019,2024-01-11,544,0.4977,4
T-019,2024-01-12,543,0.4968,4
T-019,2024-01-13,542,0.4959,4
T-019,2024-01-14,541,0.495,4
T-019,2024-01-15,540,0.4941,4
T-019,2024-01-16,539,0.4931,4
T-019,2024-01-17,538,0.4922,4
T-019,2024-01-18,537,0.4913,4
T-019,2024-01-19,536,0.4904,4
T-019,2024-01-20,535,0.4895,4
T-019,2024-01-21,534,0.4886,4
T-019,2024-01-22,533,0.4876,4
T-019,2024-01-23,532,0.4867,4
T-019,2024-01-24,531,0.4858,4
T-019,2024-01-25,530,0.4849,4
T-019,2024-01-26,529,0.484,4
T-019,2024-01-27,528,0.4831,4
T-019,2024-01-28,527,0.4822,4
T-019,2024-01-29,526,0.4812,4
T-019,2024-01-30,525,0.4803,4
T-019,2024-01-31,524,0.4794,4
T-020,2024-01-01,1123,1.0,4
T-020,2024-01-02,1122,1.0,4
T-020,2024-01-03,1121,1.0,4
T-020,2024-01-04,1120,1.0,4
T-020,2024-01-05,1119,1.0,4
T-020,2024-01-06,1118,1.0,4
T-020,2024-01-07,1117,1.0,4
T-020,2024-01-08,1116,1.0,4
T-020,2024-01-09,1115,1.0,4
T-020,2024-01-10,1114,1.0,4
T-020,2024-01-11,1113,1.0,4
T-020,2024-01-12,1112,1.0,4
T-020,2024-01-13,1111,1.0,4
T-020,2024-01-14,1110,1.0,4
T-020,2024-01-15,1109,1.0,4
T-020,2024-01-16,1108,1.0,4
T-020,2024-01-17,1107,1.0,4
T-020,2024-01-18,1106,1.0,4
T-020,2024-01-19,1105,1.0,4
T-020,2024-01-20,1104,1.0,4
T-020,2024-01-21,1103,1.0,4
T-020,2024-01-22,1102,1.0,4
T-020,2024-01-23,1101,1.0,4
T-020,2024-01-24,1100,1.0,4
T-020,2024-01-25,1099,1.0,4
T-020,2024-01-26,1098,1.0,4
T-020,2024-01-27,1097,1.0,4
T-020,2024-01-28,1096,1.0,4
T-020,2024-01-29,1095,1.0,4
T-020,2024-01-30,1094,1.0,4
T-020,2024-01-31,1093,1.0,4
