cohort,batch_prefix,row_group,run_name,run_dir,raw_json_count,latency_count,judge_count,judge_pass_count,judge_pass_rate,judge_score_mean,judge_score_p50,scenario_count,git_sha,git_dirty,model_id
mitigation15_4tier,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z,ZS_ADJ,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_ADJ_post175_15x5_mitigation_adjudication_verified_pe_self_ask,benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_ADJ_post175_15x5_mitigation_adjudication_verified_pe_self_ask,75,75,75,31,0.413333,0.524445,0.5,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,False,openai/Llama-3.1-8B-Instruct
mitigation15_4tier,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z,ZS_BASELINE,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_BASELINE_post175_15x5_mitigation_baseline_verified_pe_self_ask,benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_BASELINE_post175_15x5_mitigation_baseline_verified_pe_self_ask,75,75,75,36,0.48,0.568889,0.5,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,False,openai/Llama-3.1-8B-Instruct
mitigation15_4tier,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z,ZS_GUARD,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_GUARD_post175_15x5_mitigation_guard_verified_pe_self_ask,benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_GUARD_post175_15x5_mitigation_guard_verified_pe_self_ask,75,75,75,35,0.466667,0.508891,0.3333,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,False,openai/Llama-3.1-8B-Instruct
mitigation15_4tier,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z,ZS_REPAIR,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_REPAIR_post175_15x5_mitigation_repair_verified_pe_self_ask,benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_REPAIR_post175_15x5_mitigation_repair_verified_pe_self_ask,75,75,75,37,0.493333,0.577772,0.5,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,False,openai/Llama-3.1-8B-Instruct
watsonx70b_main15,final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z,Y70B,final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,benchmarks/cell_Y70B/raw/final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,45,45,45,24,0.533333,0.644442,0.6667,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,False,watsonx/meta-llama/llama-3-3-70b-instruct
watsonx70b_main15,final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z,YS70B,final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,benchmarks/cell_YS70B/raw/final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,45,45,45,19,0.422222,0.581482,0.5,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,True,watsonx/meta-llama/llama-3-3-70b-instruct
watsonx70b_main15,final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z,Z70B,final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,benchmarks/cell_Z70B/raw/final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,45,45,45,23,0.511111,0.611107,0.6667,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,False,watsonx/meta-llama/llama-3-3-70b-instruct
watsonx70b_main15,final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z,ZS70B,final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,benchmarks/cell_ZS70B/raw/final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,45,45,45,23,0.511111,0.62222,0.6667,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,True,watsonx/meta-llama/llama-3-3-70b-instruct
watsonx70b_main15,final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z,A70B,final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_A70B_post175_70b_aat_direct_watsonx,benchmarks/cell_A70B/raw/final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_A70B_post175_70b_aat_direct_watsonx,45,45,45,23,0.511111,0.544447,0.6667,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,False,watsonx/meta-llama/llama-3-3-70b-instruct
watsonx70b_main15,final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z,B70B,final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_B70B_post175_70b_aat_mcp_baseline_watsonx,benchmarks/cell_B70B/raw/final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_B70B_post175_70b_aat_mcp_baseline_watsonx,45,45,45,23,0.511111,0.570367,0.6667,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,True,watsonx/meta-llama/llama-3-3-70b-instruct
watsonx70b_main15,final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z,C70B,final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_C70B_post175_70b_aat_mcp_optimized_watsonx,benchmarks/cell_C70B/raw/final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_C70B_post175_70b_aat_mcp_optimized_watsonx,45,45,45,22,0.488889,0.581476,0.5,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,True,watsonx/meta-llama/llama-3-3-70b-instruct
watsonx70b_topup15,topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z,Y70B,topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,benchmarks/cell_Y70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,30,30,30,13,0.433333,0.59444,0.5,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,False,watsonx/meta-llama/llama-3-3-70b-instruct
watsonx70b_topup15,topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z,YS70B,topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,benchmarks/cell_YS70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,30,30,30,15,0.5,0.594447,0.58335,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,True,watsonx/meta-llama/llama-3-3-70b-instruct
watsonx70b_topup15,topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z,Z70B,topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,benchmarks/cell_Z70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,30,30,30,17,0.566667,0.633327,0.6667,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,False,watsonx/meta-llama/llama-3-3-70b-instruct
watsonx70b_topup15,topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z,ZS70B,topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,benchmarks/cell_ZS70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,30,30,30,16,0.533333,0.677773,0.75,15,1913c6e4703425f735d8cb8297cb890ba66bbeff,True,watsonx/meta-llama/llama-3-3-70b-instruct
